,Unnamed: 0,Study_ID,Study_Name,Location_ID,Location_Description,Instrument_ID,Field_Collection_Type,Field_Collector,Time_Zone,Field_Collection_Date,Field_Collection_Time,Field_Collection_Date_Time,Field_Collection_Comment,Matrix,Source,Z,Depth_Value_Units,Result_Parameter_Name,Result_Value,Result_Value_Units,Result_Data_Qualifier,Result_Method,Result_Method_Description,Result_Comment,Result_Data_Review_Status,Lat,Lon,Continuous_Result_System_ID,dtUTC,j,i,SHEM,k,v202111,v202410
242,242,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:42:49.9833333,8/7/2024 9:42:49 PM,,Water,Salt/Marine Water,10.5,m,Dissolved Oxygen,0.605583005833626,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451060,2024-08-07 21:42:49.983333,71,138,180.05235290527344,10,42.41793823242188,104.563720703125
243,243,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:42:51.3500000,8/7/2024 9:42:51 PM,,Water,Salt/Marine Water,11.0,m,Dissolved Oxygen,0.430452004146576,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451061,2024-08-07 21:42:51.350000,71,138,180.05235290527344,10,42.41793823242188,104.563720703125
244,244,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:42:52.7166667,8/7/2024 9:42:52 PM,,Water,Salt/Marine Water,11.5,m,Dissolved Oxygen,0.347985003352165,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451062,2024-08-07 21:42:52.716666,71,138,172.17364501953125,11,36.34554290771485,97.84632110595705
245,245,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:42:54.0866667,8/7/2024 9:42:54 PM,,Water,Salt/Marine Water,12.0,m,Dissolved Oxygen,0.356796003437042,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451063,2024-08-07 21:42:54.086666,71,138,172.17364501953125,11,36.34554290771485,97.84632110595705
246,246,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:42:55.4533333,8/7/2024 9:42:55 PM,,Water,Salt/Marine Water,12.5,m,Dissolved Oxygen,0.354519003415108,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451064,2024-08-07 21:42:55.453333,71,138,161.30438232421875,12,29.591529846191406,87.34349822998047
247,247,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:42:56.8200000,8/7/2024 9:42:56 PM,,Water,Salt/Marine Water,13.0,m,Dissolved Oxygen,0.359271003460884,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451065,2024-08-07 21:42:56.820000,71,138,161.30438232421875,12,29.591529846191406,87.34349822998047
248,248,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:42:58.1866667,8/7/2024 9:42:58 PM,,Water,Salt/Marine Water,13.5,m,Dissolved Oxygen,0.355410003423691,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451066,2024-08-07 21:42:58.186666,71,138,154.53591918945312,13,24.30597686767578,81.43245697021484
249,249,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:42:59.5566667,8/7/2024 9:42:59 PM,,Water,Salt/Marine Water,14.0,m,Dissolved Oxygen,0.311157002997398,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451067,2024-08-07 21:42:59.556666,71,138,154.53591918945312,13,24.30597686767578,81.43245697021484
250,250,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:43:00.9233333,8/7/2024 9:43:00 PM,,Water,Salt/Marine Water,14.5,m,Dissolved Oxygen,0.290664002799988,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451068,2024-08-07 21:43:00.923333,71,138,153.3641815185547,14,22.893535614013672,79.63579559326172
251,251,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:43:02.2900000,8/7/2024 9:43:02 PM,,Water,Salt/Marine Water,15.0,m,Dissolved Oxygen,0.278883002686501,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451682,2024-08-07 21:43:02.290000,71,138,153.3641815185547,14,22.893535614013672,79.63579559326172
252,252,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:43:03.6566667,8/7/2024 9:43:03 PM,,Water,Salt/Marine Water,15.5,m,Dissolved Oxygen,0.270666002607346,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451683,2024-08-07 21:43:03.656666,71,138,148.10269165039062,15,18.51282501220703,78.12069702148438
253,253,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:43:05.0266667,8/7/2024 9:43:05 PM,,Water,Salt/Marine Water,16.0,m,Dissolved Oxygen,0.264033002543449,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451684,2024-08-07 21:43:05.026666,71,138,148.10269165039062,15,18.51282501220703,78.12069702148438
254,254,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:43:06.3933333,8/7/2024 9:43:06 PM,,Water,Salt/Marine Water,16.5,m,Dissolved Oxygen,0.250371002411842,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451685,2024-08-07 21:43:06.393333,71,138,147.3699951171875,16,17.464494705200195,75.8444595336914
255,255,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:43:07.7600000,8/7/2024 9:43:07 PM,,Water,Salt/Marine Water,17.0,m,Dissolved Oxygen,0.24086700232029,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451686,2024-08-07 21:43:07.760000,71,138,147.3699951171875,16,17.464494705200195,75.8444595336914
256,256,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:43:09.1266667,8/7/2024 9:43:09 PM,,Water,Salt/Marine Water,17.5,m,Dissolved Oxygen,0.242946002340317,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451687,2024-08-07 21:43:09.126666,71,138,,-1,,
257,257,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,08/07/2024,21:43:10.4966667,8/7/2024 9:43:10 PM,,Water,Salt/Marine Water,18.0,m,Dissolved Oxygen,0.237303002285957,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242451688,2024-08-07 21:43:10.496666,71,138,,-1,,
258,258,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:09,9/4/2024 9:10:09 PM,,Water,Salt/Marine Water,1.0,m,Dissolved Oxygen,9.6932,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658257,2024-09-04 21:10:09.000000,71,138,248.7489471435547,0,208.2772979736328,225.5207977294922
259,259,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:10.3700000,9/4/2024 9:10:10 PM,,Water,Salt/Marine Water,1.5,m,Dissolved Oxygen,9.7478,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658258,2024-09-04 21:10:10.370000,71,138,248.6751708984375,1,204.00396728515625,226.0384979248047
260,260,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:11.7400000,9/4/2024 9:10:11 PM,,Water,Salt/Marine Water,2.0,m,Dissolved Oxygen,9.749,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658259,2024-09-04 21:10:11.740000,71,138,248.6751708984375,1,204.00396728515625,226.0384979248047
261,261,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:13.1100000,9/4/2024 9:10:13 PM,,Water,Salt/Marine Water,2.5,m,Dissolved Oxygen,10.1807,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658260,2024-09-04 21:10:13.110000,71,138,245.90782165527344,2,194.2790069580078,219.6080322265625
262,262,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:14.4800000,9/4/2024 9:10:14 PM,,Water,Salt/Marine Water,3.0,m,Dissolved Oxygen,10.1193,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658261,2024-09-04 21:10:14.480000,71,138,245.90782165527344,2,194.2790069580078,219.6080322265625
263,263,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:15.8500000,9/4/2024 9:10:15 PM,,Water,Salt/Marine Water,3.5,m,Dissolved Oxygen,9.7921,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658262,2024-09-04 21:10:15.850000,71,138,229.23294067382807,3,162.99009704589844,201.73370361328125
264,264,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:17.2200000,9/4/2024 9:10:17 PM,,Water,Salt/Marine Water,4.0,m,Dissolved Oxygen,8.0755,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658263,2024-09-04 21:10:17.220000,71,138,229.23294067382807,3,162.99009704589844,201.73370361328125
265,265,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:18.5900000,9/4/2024 9:10:18 PM,,Water,Salt/Marine Water,4.5,m,Dissolved Oxygen,6.691,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658264,2024-09-04 21:10:18.590000,71,138,204.44158935546875,4,121.0626220703125,179.1863555908203
266,266,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:19.9600000,9/4/2024 9:10:19 PM,,Water,Salt/Marine Water,5.0,m,Dissolved Oxygen,4.8462,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658265,2024-09-04 21:10:19.960000,71,138,204.44158935546875,4,121.0626220703125,179.1863555908203
267,267,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:21.3333333,9/4/2024 9:10:21 PM,,Water,Salt/Marine Water,5.5,m,Dissolved Oxygen,3.4274,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658266,2024-09-04 21:10:21.333333,71,138,197.38870239257807,5,107.01960754394533,160.63150024414062
268,268,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:22.7033333,9/4/2024 9:10:22 PM,,Water,Salt/Marine Water,6.0,m,Dissolved Oxygen,2.6689,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658267,2024-09-04 21:10:22.703333,71,138,197.38870239257807,5,107.01960754394533,160.63150024414062
269,269,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:24.0733333,9/4/2024 9:10:24 PM,,Water,Salt/Marine Water,6.5,m,Dissolved Oxygen,2.1206,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658268,2024-09-04 21:10:24.073333,71,138,187.5339508056641,6,100.05559539794922,149.07655334472656
270,270,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:25.4433333,9/4/2024 9:10:25 PM,,Water,Salt/Marine Water,7.0,m,Dissolved Oxygen,1.5623,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658269,2024-09-04 21:10:25.443333,71,138,187.5339508056641,6,100.05559539794922,149.07655334472656
271,271,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:26.8133333,9/4/2024 9:10:26 PM,,Water,Salt/Marine Water,7.5,m,Dissolved Oxygen,1.1591,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658270,2024-09-04 21:10:26.813333,71,138,172.02882385253906,7,84.1623306274414,135.76925659179688
272,272,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:28.1833333,9/4/2024 9:10:28 PM,,Water,Salt/Marine Water,8.0,m,Dissolved Oxygen,0.8407,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658271,2024-09-04 21:10:28.183333,71,138,172.02882385253906,7,84.1623306274414,135.76925659179688
273,273,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:29.5533333,9/4/2024 9:10:29 PM,,Water,Salt/Marine Water,8.5,m,Dissolved Oxygen,0.5567,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658272,2024-09-04 21:10:29.553333,71,138,161.12338256835938,8,77.1647720336914,118.15771484375
274,274,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:30.9233333,9/4/2024 9:10:30 PM,,Water,Salt/Marine Water,9.0,m,Dissolved Oxygen,0.4255,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658273,2024-09-04 21:10:30.923333,71,138,161.12338256835938,8,77.1647720336914,118.15771484375
275,275,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:32.2933333,9/4/2024 9:10:32 PM,,Water,Salt/Marine Water,9.5,m,Dissolved Oxygen,0.3634,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658274,2024-09-04 21:10:32.293333,71,138,149.07369995117188,9,69.55892944335938,103.89152526855467
276,276,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:33.6633333,9/4/2024 9:10:33 PM,,Water,Salt/Marine Water,10.0,m,Dissolved Oxygen,0.3196,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658275,2024-09-04 21:10:33.663333,71,138,149.07369995117188,9,69.55892944335938,103.89152526855467
277,277,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:35.0333333,9/4/2024 9:10:35 PM,,Water,Salt/Marine Water,10.5,m,Dissolved Oxygen,0.2969,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658276,2024-09-04 21:10:35.033333,71,138,131.88807678222656,10,54.64533996582031,94.18058013916016
278,278,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:36.4033333,9/4/2024 9:10:36 PM,,Water,Salt/Marine Water,11.0,m,Dissolved Oxygen,0.2781,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658277,2024-09-04 21:10:36.403333,71,138,131.88807678222656,10,54.64533996582031,94.18058013916016
279,279,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:37.7733333,9/4/2024 9:10:37 PM,,Water,Salt/Marine Water,11.5,m,Dissolved Oxygen,0.2832,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658278,2024-09-04 21:10:37.773333,71,138,124.76561737060548,11,47.812965393066406,87.98526000976562
280,280,MarineWater,Long-term marine water column monitoring 1999-present. (Transitional data that has not yet been through a documented Data Entry Review process can be found in EIM Study ID “MarineWater-P”).,HCB007,Hood Canal - Lynch Cove,SBE 43,Measurement,WA Dept of Ecology,UTC - Coordinated Universal Time,09/04/2024,21:10:39.1433333,9/4/2024 9:10:39 PM,,Water,Salt/Marine Water,12.0,m,Dissolved Oxygen,0.2846,mg/L,,DO-CLARK,Dissolved Oxygen (DO) by Electrochemical Polarographic (Clark/Beckman) Cell Sensor with Fixed Membrane (Flow Dependent),,Final,47.3983355414537,-122.928314938546,242658279,2024-09-04 21:10:39.143333,71,138,124.76561737060548,11,47.812965393066406,87.98526000976562
